question,type,options,answer,model,tone,difficulty
What metrics were used to evaluate the communication?,TEXT,Text,The communication was evaluated by a number of metrics such as the number of people in the room the number of people in the room the number of people in the roomthe number,T5,colloquial,long
What metrics were used to evaluate the communication?,TEXT,Text,The communication was evaluated by a number of metrics such as the number of people in the room the number of people in the room the number of people in the roomthe number,T5,explanatory,long
What metrics were used to evaluate the communication?,TEXT,Text,The communication was evaluated by a number of metrics such as the number of people in the room the number of people in the room the number of people in the roomthe number,T5,verbose,long
What metrics were used to evaluate the communication?,TEXT,Text,The communication was evaluated by a number of metrics such as the number of people in the room the number of people in the room the number of people in the roomthe number,T5,colloquial,long
What metrics were used to evaluate the communication?,TEXT,Text,The communication was evaluated by a number of metrics such as the number of people in the room the number of people in the room the number of people in the roomthe number,T5,explanatory,long
What metrics were used to evaluate the communication?,TEXT,Text,The communication was evaluated by a number of metrics such as the number of people in the room the number of people in the room the number of people in the roomthe number,T5,verbose,long
What metrics were used to evaluate the communication?,TEXT,Text,The communication was evaluated by a number of metrics such as the number of people in the room the number of people in the room the number of people in the roomthe number,T5,colloquial,long
What metrics were used to evaluate the communication?,TEXT,Text,The communication was evaluated by a number of metrics such as the number of people in the room the number of people in the room the number of people in the roomthe number,T5,explanatory,long
What specific changes would you recommend for the next convention?,TEXT,Text,I would recommend the following changes to the convention a reorganization of the convention a reorganization of the convention a reorganization of the convention a reorganization of the convention a reorganization ofthe convention a reorganization of the convention a,T5,verbose,long
What specific changes would you recommend for the next convention?,TEXT,Text,I would recommend the following changes to the convention a reorganization of the convention a reorganization of the convention a reorganization of the convention a reorganization of the convention a reorganization ofthe convention a reorganization of the convention a,T5,verbose,long
What specific changes would you recommend for the next convention?,TEXT,Text,I would recommend the following changes to the convention a reorganization of the convention a reorganization of the convention a reorganization of the convention a reorganization of the convention a reorganization ofthe convention a reorganization of the convention a,T5,verbose,long
What specific changes would you recommend for the next convention?,TEXT,Text,I would recommend the following changes to the convention a reorganization of the convention a reorganization of the convention a reorganization of the convention a reorganization of the convention a reorganization ofthe convention a reorganization of the convention a,T5,verbose,long
What specific changes would you recommend for the next convention?,TEXT,Text,I would recommend the following changes to the convention a reorganization of the convention a reorganization of the convention a reorganization of the convention a reorganization of the convention a reorganization ofthe convention a reorganization of the convention a,T5,verbose,long
What were the key factors contributing to success or failure?,TEXT,Text,Success is a result of hard work perseverance and perseverance Failure is a result of hard work failure is a result of hard work failure is a result of hard work failureis a result of hard work,T5,colloquial,long
What were the key factors contributing to success or failure?,TEXT,Text,Success is a result of hard work perseverance and perseverance Failure is a result of hard work failure is a result of hard work failure is a result of hard work failureis a result of hard work,T5,colloquial,long
What were the key factors contributing to success or failure?,TEXT,Text,Success is a result of hard work perseverance and perseverance Failure is a result of hard work failure is a result of hard work failure is a result of hard work failureis a result of hard work,T5,colloquial,long
What were the key factors contributing to success or failure?,TEXT,Text,Success is a result of hard work perseverance and perseverance Failure is a result of hard work failure is a result of hard work failure is a result of hard work failureis a result of hard work,T5,colloquial,long
What were the key factors contributing to success or failure?,TEXT,Text,Success is a result of hard work perseverance and perseverance Failure is a result of hard work failure is a result of hard work failure is a result of hard work failureis a result of hard work,T5,colloquial,long
What date did you attend the webinar? Provide a date.,DATE,Date,I attended the webinar on March 7 2015 and I attended the webinar on March 7 2015 andI attended the webinar on March 8 2015 and I attended the webinar on March 7 2015 andI attended the webinar on March 7 2015 and I attended the webinar on March 8 2015 andI attended the webinar on March 7 2015 andI attended the webinar on March 8 2015 and I attended the webinar on March 7 2015 andI attended the webinar on March 8 2015 andI attended the webinar on March 7 2015 and I attended the webinar on March 8 2015 andI attended the webinar on March 8 2015 and I attended the webinar on March 7 2015 and I attended the webinar on March 82015 and I attended the webinar on March 7 2015 and I attended the webinar on March 82015 and I attended the webinar on March 7 2015 and I attended the webinar on March 82015 and I attended the webinar on March 72015 and I attended the webinar on March 8 2015 and I attended the webinar on March 82015 and I attended the webinar on March 7 2015 and I attended the webinar on March 8 2015 and I attended the webinar on March 82015 and I attended the webinar on March 7 2015 and I attended the webinar on March 82015 and I attended the webinar on March 8 2015 and I attended the webinar on March 7 2015 and I attended the,T5,colloquial,long
What date did you attend the webinar? Provide a date.,DATE,Date,I attended the webinar on March 7 2015 and I attended the webinar on March 7 2015 andI attended the webinar on March 8 2015 and I attended the webinar on March 7 2015 andI attended the webinar on March 7 2015 and I attended the webinar on March 8 2015 andI attended the webinar on March 7 2015 andI attended the webinar on March 8 2015 and I attended the webinar on March 7 2015 andI attended the webinar on March 8 2015 andI attended the webinar on March 7 2015 and I attended the webinar on March 8 2015 andI attended the webinar on March 8 2015 and I attended the webinar on March 7 2015 and I attended the webinar on March 82015 and I attended the webinar on March 7 2015 and I attended the webinar on March 82015 and I attended the webinar on March 7 2015 and I attended the webinar on March 82015 and I attended the webinar on March 72015 and I attended the webinar on March 8 2015 and I attended the webinar on March 82015 and I attended the webinar on March 7 2015 and I attended the webinar on March 8 2015 and I attended the webinar on March 82015 and I attended the webinar on March 7 2015 and I attended the webinar on March 82015 and I attended the webinar on March 8 2015 and I attended the webinar on March 7 2015 and I attended the,T5,colloquial,long
What date did you attend the webinar? Provide a date.,DATE,Date,I attended the webinar on March 7 2015 and I attended the webinar on March 7 2015 andI attended the webinar on March 8 2015 and I attended the webinar on March 7 2015 andI attended the webinar on March 7 2015 and I attended the webinar on March 8 2015 andI attended the webinar on March 7 2015 andI attended the webinar on March 8 2015 and I attended the webinar on March 7 2015 andI attended the webinar on March 8 2015 andI attended the webinar on March 7 2015 and I attended the webinar on March 8 2015 andI attended the webinar on March 8 2015 and I attended the webinar on March 7 2015 and I attended the webinar on March 82015 and I attended the webinar on March 7 2015 and I attended the webinar on March 82015 and I attended the webinar on March 7 2015 and I attended the webinar on March 82015 and I attended the webinar on March 72015 and I attended the webinar on March 8 2015 and I attended the webinar on March 82015 and I attended the webinar on March 7 2015 and I attended the webinar on March 8 2015 and I attended the webinar on March 82015 and I attended the webinar on March 7 2015 and I attended the webinar on March 82015 and I attended the webinar on March 8 2015 and I attended the webinar on March 7 2015 and I attended the,T5,colloquial,long
What date did you attend the webinar? Provide a date.,DATE,Date,I attended the webinar on March 7 2015 and I attended the webinar on March 7 2015 andI attended the webinar on March 8 2015 and I attended the webinar on March 7 2015 andI attended the webinar on March 7 2015 and I attended the webinar on March 8 2015 andI attended the webinar on March 7 2015 andI attended the webinar on March 8 2015 and I attended the webinar on March 7 2015 andI attended the webinar on March 8 2015 andI attended the webinar on March 7 2015 and I attended the webinar on March 8 2015 andI attended the webinar on March 8 2015 and I attended the webinar on March 7 2015 and I attended the webinar on March 82015 and I attended the webinar on March 7 2015 and I attended the webinar on March 82015 and I attended the webinar on March 7 2015 and I attended the webinar on March 82015 and I attended the webinar on March 72015 and I attended the webinar on March 8 2015 and I attended the webinar on March 82015 and I attended the webinar on March 7 2015 and I attended the webinar on March 8 2015 and I attended the webinar on March 82015 and I attended the webinar on March 7 2015 and I attended the webinar on March 82015 and I attended the webinar on March 8 2015 and I attended the webinar on March 7 2015 and I attended the,T5,colloquial,long
What date did you attend the webinar? Provide a date.,DATE,Date,I attended the webinar on March 7 2015 and I attended the webinar on March 7 2015 andI attended the webinar on March 8 2015 and I attended the webinar on March 7 2015 andI attended the webinar on March 7 2015 and I attended the webinar on March 8 2015 andI attended the webinar on March 7 2015 andI attended the webinar on March 8 2015 and I attended the webinar on March 7 2015 andI attended the webinar on March 8 2015 andI attended the webinar on March 7 2015 and I attended the webinar on March 8 2015 andI attended the webinar on March 8 2015 and I attended the webinar on March 7 2015 and I attended the webinar on March 82015 and I attended the webinar on March 7 2015 and I attended the webinar on March 82015 and I attended the webinar on March 7 2015 and I attended the webinar on March 82015 and I attended the webinar on March 72015 and I attended the webinar on March 8 2015 and I attended the webinar on March 82015 and I attended the webinar on March 7 2015 and I attended the webinar on March 8 2015 and I attended the webinar on March 82015 and I attended the webinar on March 7 2015 and I attended the webinar on March 82015 and I attended the webinar on March 8 2015 and I attended the webinar on March 7 2015 and I attended the,T5,colloquial,long
What is the planned date for the next release? Provide a date.,DATE,Date,The next release will be released on March 7 2018 andwill be released on March 6 2018 and will be released on March 7 2018 andwill be released on March 6 2018 andwill be released on March 7 2018 andwill be released on March 6 2018 and will be released on March 7 2018 and will be released on March 7 2018 andwill be released on March 8 2018 and will be released on March 7 2018 andwill be released on March 7 2018 andwill be released on March 8 2018 and will be released on March 7 2018 andwill be released on March 7 2018 and will be released on March 8 2018 andwill be released on March 7 2018 andwill be released on March 8 2018 and will be released on March 7 2018 andwill be released on March 7 2018 and will be released on March 8 2018 and will be released on March 7 2018 andwill be released on March 8 2018 and will be released on March 7 2018 andwill be released on March 8 2018 and will be released on March 9 2018 and will be released on March 72018 and will be released on March 11 2018 and will be released on March 7 2018 and will be released on March 72018 and will be released on March 8 2018 and will be released on March 72018 and will be released on March 8 2018 and will be released on March 10 2018 and will be released on March 72018 and will be released on March 8 2018 and will be released on March 72018 and will be released on March 8 2018 and will be released on March 7 2018 and will be released on March 7 2018 and will be released on March 72018 and will be released on March 8 2018 and will be released on March 7 2018 and will be released on March 9 2018 and will be released on March 7 2018 and will be released on March 72018 and will be available on March 7 2018 and will be releasedon March 7 2018 and will be availableon March 7 2018 and will be released on March 7 2018 and will be available on March 7 2018,T5,annoyed,long
What is the planned date for the next release? Provide a date.,DATE,Date,The next release will be released on March 7 2018 andwill be released on March 6 2018 and will be released on March 7 2018 andwill be released on March 6 2018 andwill be released on March 7 2018 andwill be released on March 6 2018 and will be released on March 7 2018 and will be released on March 7 2018 andwill be released on March 8 2018 and will be released on March 7 2018 andwill be released on March 7 2018 andwill be released on March 8 2018 and will be released on March 7 2018 andwill be released on March 7 2018 and will be released on March 8 2018 andwill be released on March 7 2018 andwill be released on March 8 2018 and will be released on March 7 2018 andwill be released on March 7 2018 and will be released on March 8 2018 and will be released on March 7 2018 andwill be released on March 8 2018 and will be released on March 7 2018 andwill be released on March 8 2018 and will be released on March 9 2018 and will be released on March 72018 and will be released on March 11 2018 and will be released on March 7 2018 and will be released on March 72018 and will be released on March 8 2018 and will be released on March 72018 and will be released on March 8 2018 and will be released on March 10 2018 and will be released on March 72018 and will be released on March 8 2018 and will be released on March 72018 and will be released on March 8 2018 and will be released on March 7 2018 and will be released on March 7 2018 and will be released on March 72018 and will be released on March 8 2018 and will be released on March 7 2018 and will be released on March 9 2018 and will be released on March 7 2018 and will be released on March 72018 and will be available on March 7 2018 and will be releasedon March 7 2018 and will be availableon March 7 2018 and will be released on March 7 2018 and will be available on March 7 2018,T5,annoyed,long
What is the planned date for the next release? Provide a date.,DATE,Date,The next release will be released on March 7 2018 andwill be released on March 6 2018 and will be released on March 7 2018 andwill be released on March 6 2018 andwill be released on March 7 2018 andwill be released on March 6 2018 and will be released on March 7 2018 and will be released on March 7 2018 andwill be released on March 8 2018 and will be released on March 7 2018 andwill be released on March 7 2018 andwill be released on March 8 2018 and will be released on March 7 2018 andwill be released on March 7 2018 and will be released on March 8 2018 andwill be released on March 7 2018 andwill be released on March 8 2018 and will be released on March 7 2018 andwill be released on March 7 2018 and will be released on March 8 2018 and will be released on March 7 2018 andwill be released on March 8 2018 and will be released on March 7 2018 andwill be released on March 8 2018 and will be released on March 9 2018 and will be released on March 72018 and will be released on March 11 2018 and will be released on March 7 2018 and will be released on March 72018 and will be released on March 8 2018 and will be released on March 72018 and will be released on March 8 2018 and will be released on March 10 2018 and will be released on March 72018 and will be released on March 8 2018 and will be released on March 72018 and will be released on March 8 2018 and will be released on March 7 2018 and will be released on March 7 2018 and will be released on March 72018 and will be released on March 8 2018 and will be released on March 7 2018 and will be released on March 9 2018 and will be released on March 7 2018 and will be released on March 72018 and will be available on March 7 2018 and will be releasedon March 7 2018 and will be availableon March 7 2018 and will be released on March 7 2018 and will be available on March 7 2018,T5,annoyed,long
What is the planned date for the next release? Provide a date.,DATE,Date,The next release will be released on March 7 2018 andwill be released on March 6 2018 and will be released on March 7 2018 andwill be released on March 6 2018 andwill be released on March 7 2018 andwill be released on March 6 2018 and will be released on March 7 2018 and will be released on March 7 2018 andwill be released on March 8 2018 and will be released on March 7 2018 andwill be released on March 7 2018 andwill be released on March 8 2018 and will be released on March 7 2018 andwill be released on March 7 2018 and will be released on March 8 2018 andwill be released on March 7 2018 andwill be released on March 8 2018 and will be released on March 7 2018 andwill be released on March 7 2018 and will be released on March 8 2018 and will be released on March 7 2018 andwill be released on March 8 2018 and will be released on March 7 2018 andwill be released on March 8 2018 and will be released on March 9 2018 and will be released on March 72018 and will be released on March 11 2018 and will be released on March 7 2018 and will be released on March 72018 and will be released on March 8 2018 and will be released on March 72018 and will be released on March 8 2018 and will be released on March 10 2018 and will be released on March 72018 and will be released on March 8 2018 and will be released on March 72018 and will be released on March 8 2018 and will be released on March 7 2018 and will be released on March 7 2018 and will be released on March 72018 and will be released on March 8 2018 and will be released on March 7 2018 and will be released on March 9 2018 and will be released on March 7 2018 and will be released on March 72018 and will be available on March 7 2018 and will be releasedon March 7 2018 and will be availableon March 7 2018 and will be released on March 7 2018 and will be available on March 7 2018,T5,annoyed,long
What is the planned date for the next release? Provide a date.,DATE,Date,The next release will be released on March 7 2018 andwill be released on March 6 2018 and will be released on March 7 2018 andwill be released on March 6 2018 andwill be released on March 7 2018 andwill be released on March 6 2018 and will be released on March 7 2018 and will be released on March 7 2018 andwill be released on March 8 2018 and will be released on March 7 2018 andwill be released on March 7 2018 andwill be released on March 8 2018 and will be released on March 7 2018 andwill be released on March 7 2018 and will be released on March 8 2018 andwill be released on March 7 2018 andwill be released on March 8 2018 and will be released on March 7 2018 andwill be released on March 7 2018 and will be released on March 8 2018 and will be released on March 7 2018 andwill be released on March 8 2018 and will be released on March 7 2018 andwill be released on March 8 2018 and will be released on March 9 2018 and will be released on March 72018 and will be released on March 11 2018 and will be released on March 7 2018 and will be released on March 72018 and will be released on March 8 2018 and will be released on March 72018 and will be released on March 8 2018 and will be released on March 10 2018 and will be released on March 72018 and will be released on March 8 2018 and will be released on March 72018 and will be released on March 8 2018 and will be released on March 7 2018 and will be released on March 7 2018 and will be released on March 72018 and will be released on March 8 2018 and will be released on March 7 2018 and will be released on March 9 2018 and will be released on March 7 2018 and will be released on March 72018 and will be available on March 7 2018 and will be releasedon March 7 2018 and will be availableon March 7 2018 and will be released on March 7 2018 and will be available on March 7 2018,T5,annoyed,long
When did the incident occur? Provide a date.,DATE,Date,The incident occurred on January 30 2018 and was reported to have taken place on January 30 2018 and was reported to have taken placeon January 30 2018 and was reported to have taken place on January 29 2018 and was reported to have taken place on January 302018 and was reported to have taken place on January 29 2018 and was reported to have taken place on January 302018 and was reported to have taken place on January 29 2018 and was reported to have taken place on January 30 2018 and was reported to have taken place on January 302018 and was reported to have taken place on January 29 2018 and was reported to have taken place on January 30 2018 and was reported to have taken place on January 302018 and was reported to have taken place on January 30 2018 and was reported to have taken place on January 29 2018 and was reported to have taken place on January 30 2018 and was reported to have taken place on January 302018 and was reported to have taken place on January 29 2018 and was reported to have taken place on January 30 2018 and was reported to have taken place on January 302018 and was reported to have taken place on January 30 2018 and was reported to,T5,verbose,long
When did the incident occur? Provide a date.,DATE,Date,The incident occurred on January 30 2018 and was reported to have taken place on January 30 2018 and was reported to have taken placeon January 30 2018 and was reported to have taken place on January 29 2018 and was reported to have taken place on January 302018 and was reported to have taken place on January 29 2018 and was reported to have taken place on January 302018 and was reported to have taken place on January 29 2018 and was reported to have taken place on January 30 2018 and was reported to have taken place on January 302018 and was reported to have taken place on January 29 2018 and was reported to have taken place on January 30 2018 and was reported to have taken place on January 302018 and was reported to have taken place on January 30 2018 and was reported to have taken place on January 29 2018 and was reported to have taken place on January 30 2018 and was reported to have taken place on January 302018 and was reported to have taken place on January 29 2018 and was reported to have taken place on January 30 2018 and was reported to have taken place on January 302018 and was reported to have taken place on January 30 2018 and was reported to,T5,verbose,long
When did the incident occur? Provide a date.,DATE,Date,The incident occurred on January 30 2018 and was reported to have taken place on January 30 2018 and was reported to have taken placeon January 30 2018 and was reported to have taken place on January 29 2018 and was reported to have taken place on January 302018 and was reported to have taken place on January 29 2018 and was reported to have taken place on January 302018 and was reported to have taken place on January 29 2018 and was reported to have taken place on January 30 2018 and was reported to have taken place on January 302018 and was reported to have taken place on January 29 2018 and was reported to have taken place on January 30 2018 and was reported to have taken place on January 302018 and was reported to have taken place on January 30 2018 and was reported to have taken place on January 29 2018 and was reported to have taken place on January 30 2018 and was reported to have taken place on January 302018 and was reported to have taken place on January 29 2018 and was reported to have taken place on January 30 2018 and was reported to have taken place on January 302018 and was reported to have taken place on January 30 2018 and was reported to,T5,verbose,long
When did the incident occur? Provide a date.,DATE,Date,The incident occurred on January 30 2018 and was reported to have taken place on January 30 2018 and was reported to have taken placeon January 30 2018 and was reported to have taken place on January 29 2018 and was reported to have taken place on January 302018 and was reported to have taken place on January 29 2018 and was reported to have taken place on January 302018 and was reported to have taken place on January 29 2018 and was reported to have taken place on January 30 2018 and was reported to have taken place on January 302018 and was reported to have taken place on January 29 2018 and was reported to have taken place on January 30 2018 and was reported to have taken place on January 302018 and was reported to have taken place on January 30 2018 and was reported to have taken place on January 29 2018 and was reported to have taken place on January 30 2018 and was reported to have taken place on January 302018 and was reported to have taken place on January 29 2018 and was reported to have taken place on January 30 2018 and was reported to have taken place on January 302018 and was reported to have taken place on January 30 2018 and was reported to,T5,verbose,long
