question,type,options,answer,model,tone,difficulty
Do you have any accessibility needs that affect communication?,SINGLE-SELECT,Yes; No,Yes,Gemini,verbose,short
Do you have any accessibility needs that affect communication?,SINGLE-SELECT,Yes; No,Yes,Gemini,concise,short
Do you have any accessibility needs that affect communication?,SINGLE-SELECT,Yes; No,Yes,Gemini,colloquial,short
Do you have any accessibility needs that affect communication?,SINGLE-SELECT,Yes; No,Yes,Gemini,explanatory,short
Do you have any accessibility needs that affect communication?,SINGLE-SELECT,Yes; No,Yes,Gemini,annoyed,short
Do you have any specific requirements for this project?,SINGLE-SELECT,Yes; No,No,Gemini,verbose,short
Do you have any specific requirements for this project?,SINGLE-SELECT,Yes; No,No,Gemini,concise,short
Do you have any specific requirements for this project?,SINGLE-SELECT,Yes; No,No,Gemini,colloquial,short
Do you have any specific requirements for this project?,SINGLE-SELECT,Yes; No,No,Gemini,explanatory,short
Do you have any specific requirements for this project?,SINGLE-SELECT,Yes; No,No,Gemini,annoyed,short
Do you prefer synchronous or asynchronous communication?,SINGLE-SELECT,Synchronous; Asynchronous; Both,Asynchronous,Gemini,verbose,short
Do you prefer synchronous or asynchronous communication?,SINGLE-SELECT,Synchronous; Asynchronous; Both,Asynchronous,Gemini,concise,short
Do you prefer synchronous or asynchronous communication?,SINGLE-SELECT,Synchronous; Asynchronous; Both,Asynchronous,Gemini,colloquial,short
Do you prefer synchronous or asynchronous communication?,SINGLE-SELECT,Synchronous; Asynchronous; Both,Asynchronous,Gemini,explanatory,short
Do you prefer synchronous or asynchronous communication?,SINGLE-SELECT,Synchronous; Asynchronous; Both,Asynchronous,Gemini,annoyed,short
Do you prefer to communicate in writing or verbally?,SINGLE-SELECT,Writing; Verbally; Both equally,Verbally,Gemini,verbose,short
Do you prefer to communicate in writing or verbally?,SINGLE-SELECT,Writing; Verbally; Both equally,Verbally,Gemini,concise,short
Do you prefer to communicate in writing or verbally?,SINGLE-SELECT,Writing; Verbally; Both equally,Verbally,Gemini,colloquial,short
Do you prefer to communicate in writing or verbally?,SINGLE-SELECT,Writing; Verbally; Both equally,Verbally,Gemini,explanatory,short
Do you prefer to communicate in writing or verbally?,SINGLE-SELECT,Writing; Verbally; Both equally,Verbally,Gemini,annoyed,short
How clear is our communication?,SINGLE-SELECT,Very Clear; Clear; Somewhat Clear; Unclear; Very Unclear,Very Clear,Gemini,verbose,short
How clear is our communication?,SINGLE-SELECT,Very Clear; Clear; Somewhat Clear; Unclear; Very Unclear,Very Clear,Gemini,concise,short
How clear is our communication?,SINGLE-SELECT,Very Clear; Clear; Somewhat Clear; Unclear; Very Unclear,Very Clear,Gemini,colloquial,short
How clear is our communication?,SINGLE-SELECT,Very Clear; Clear; Somewhat Clear; Unclear; Very Unclear,Very Clear,Gemini,explanatory,short
How clear is our communication?,SINGLE-SELECT,Very Clear; Clear; Somewhat Clear; Unclear; Very Unclear,Very Clear,Gemini,annoyed,short
How comfortable are you using technology for communication?,SINGLE-SELECT,Very Comfortable; Comfortable; Somewhat Comfortable; Uncomfortable,Very Comfortable,Gemini,verbose,short
How comfortable are you using technology for communication?,SINGLE-SELECT,Very Comfortable; Comfortable; Somewhat Comfortable; Uncomfortable,Very Comfortable,Gemini,concise,short
How comfortable are you using technology for communication?,SINGLE-SELECT,Very Comfortable; Comfortable; Somewhat Comfortable; Uncomfortable,Very Comfortable,Gemini,colloquial,short
How comfortable are you using technology for communication?,SINGLE-SELECT,Very Comfortable; Comfortable; Somewhat Comfortable; Uncomfortable,Very Comfortable,Gemini,explanatory,short
How comfortable are you using technology for communication?,SINGLE-SELECT,Very Comfortable; Comfortable; Somewhat Comfortable; Uncomfortable,Very Comfortable,Gemini,annoyed,short
How did you hear about our company?,SINGLE-SELECT,Google Search; Social Media; Referral; Trade Show; Other,Google Search,Gemini,verbose,short
How did you hear about our company?,SINGLE-SELECT,Google Search; Social Media; Referral; Trade Show; Other,Google Search,Gemini,concise,short
How did you hear about our company?,SINGLE-SELECT,Google Search; Social Media; Referral; Trade Show; Other,Google Search,Gemini,colloquial,short
How did you hear about our company?,SINGLE-SELECT,Google Search; Social Media; Referral; Trade Show; Other,Google Search,Gemini,explanatory,short
How did you hear about our company?,SINGLE-SELECT,Google Search; Social Media; Referral; Trade Show; Other,Google Search,Gemini,annoyed,short
How do you handle creative block?,SINGLE-SELECT,Take a break; Seek inspiration from others; Experiment with new techniques; Change my environment; Try a different approach,Try a different approach,Gemini,verbose,short
How do you handle creative block?,SINGLE-SELECT,Take a break; Seek inspiration from others; Experiment with new techniques; Change my environment; Try a different approach,Try a different approach,Gemini,concise,short
How do you handle creative block?,SINGLE-SELECT,Take a break; Seek inspiration from others; Experiment with new techniques; Change my environment; Try a different approach,Try a different approach,Gemini,colloquial,short
How do you handle creative block?,SINGLE-SELECT,Take a break; Seek inspiration from others; Experiment with new techniques; Change my environment; Try a different approach,Try a different approach,Gemini,explanatory,short
How do you handle creative block?,SINGLE-SELECT,Take a break; Seek inspiration from others; Experiment with new techniques; Change my environment; Try a different approach,Try a different approach,Gemini,annoyed,short
How do you prefer to receive feedback?,SINGLE-SELECT,Email; In-person Meeting; Video Call,Email,Gemini,verbose,short
How do you prefer to receive feedback?,SINGLE-SELECT,Email; In-person Meeting; Video Call,Email,Gemini,concise,short
How do you prefer to receive feedback?,SINGLE-SELECT,Email; In-person Meeting; Video Call,Email,Gemini,colloquial,short
How do you prefer to receive feedback?,SINGLE-SELECT,Email; In-person Meeting; Video Call,Email,Gemini,explanatory,short
How do you prefer to receive feedback?,SINGLE-SELECT,Email; In-person Meeting; Video Call,Email,Gemini,annoyed,short
How do you stay current with design trends?,SINGLE-SELECT,Design Blogs; Design Magazines; Social Media; Industry Conferences; Design Workshops,Design Blogs,Gemini,verbose,short
How do you stay current with design trends?,SINGLE-SELECT,Design Blogs; Design Magazines; Social Media; Industry Conferences; Design Workshops,Design Blogs,Gemini,concise,short
How do you stay current with design trends?,SINGLE-SELECT,Design Blogs; Design Magazines; Social Media; Industry Conferences; Design Workshops,Design Blogs,Gemini,colloquial,short
How do you stay current with design trends?,SINGLE-SELECT,Design Blogs; Design Magazines; Social Media; Industry Conferences; Design Workshops,Design Blogs,Gemini,explanatory,short
How do you stay current with design trends?,SINGLE-SELECT,Design Blogs; Design Magazines; Social Media; Industry Conferences; Design Workshops,Design Blogs,Gemini,annoyed,short
How effective is our team at resolving communication issues?,SINGLE-SELECT,Very Effective; Effective; Somewhat Effective; Ineffective,Very Effective,Gemini,verbose,short
How effective is our team at resolving communication issues?,SINGLE-SELECT,Very Effective; Effective; Somewhat Effective; Ineffective,Very Effective,Gemini,concise,short
How effective is our team at resolving communication issues?,SINGLE-SELECT,Very Effective; Effective; Somewhat Effective; Ineffective,Very Effective,Gemini,colloquial,short
How effective is our team at resolving communication issues?,SINGLE-SELECT,Very Effective; Effective; Somewhat Effective; Ineffective,Very Effective,Gemini,explanatory,short
How effective is our team at resolving communication issues?,SINGLE-SELECT,Very Effective; Effective; Somewhat Effective; Ineffective,Very Effective,Gemini,annoyed,short
How important is it for you to receive a response to your communications?,SINGLE-SELECT,Very Important; Important; Somewhat Important; Not Important,Not Important,Gemini,verbose,short
How important is it for you to receive a response to your communications?,SINGLE-SELECT,Very Important; Important; Somewhat Important; Not Important,Not Important,Gemini,concise,short
How important is it for you to receive a response to your communications?,SINGLE-SELECT,Very Important; Important; Somewhat Important; Not Important,Not Important,Gemini,colloquial,short
How important is it for you to receive a response to your communications?,SINGLE-SELECT,Very Important; Important; Somewhat Important; Not Important,Not Important,Gemini,explanatory,short
How important is it for you to receive a response to your communications?,SINGLE-SELECT,Very Important; Important; Somewhat Important; Not Important,Not Important,Gemini,annoyed,short
How important is it to you that communication is documented?,SINGLE-SELECT,Very Important; Important; Somewhat Important; Not Important,Not Important,Gemini,verbose,short
How important is it to you that communication is documented?,SINGLE-SELECT,Very Important; Important; Somewhat Important; Not Important,Not Important,Gemini,concise,short
How important is it to you that communication is documented?,SINGLE-SELECT,Very Important; Important; Somewhat Important; Not Important,Not Important,Gemini,colloquial,short
How important is it to you that communication is documented?,SINGLE-SELECT,Very Important; Important; Somewhat Important; Not Important,Not Important,Gemini,explanatory,short
How important is it to you that communication is documented?,SINGLE-SELECT,Very Important; Important; Somewhat Important; Not Important,Not Important,Gemini,annoyed,short
How important is it to you that communication is transparent?,SINGLE-SELECT,Very Important; Important; Somewhat Important; Not Important,Very Important,Gemini,verbose,short
How important is it to you that communication is transparent?,SINGLE-SELECT,Very Important; Important; Somewhat Important; Not Important,Very Important,Gemini,concise,short
How important is it to you that communication is transparent?,SINGLE-SELECT,Very Important; Important; Somewhat Important; Not Important,Very Important,Gemini,colloquial,short
How important is it to you that communication is transparent?,SINGLE-SELECT,Very Important; Important; Somewhat Important; Not Important,Very Important,Gemini,explanatory,short
How important is it to you that communication is transparent?,SINGLE-SELECT,Very Important; Important; Somewhat Important; Not Important,Very Important,Gemini,annoyed,short
How important is timely communication to you?,SINGLE-SELECT,Very Important; Important; Somewhat Important; Not Important,Not Important,Gemini,verbose,short
How important is timely communication to you?,SINGLE-SELECT,Very Important; Important; Somewhat Important; Not Important,Not Important,Gemini,concise,short
How important is timely communication to you?,SINGLE-SELECT,Very Important; Important; Somewhat Important; Not Important,Very Important,Gemini,colloquial,short
How important is timely communication to you?,SINGLE-SELECT,Very Important; Important; Somewhat Important; Not Important,Not Important,Gemini,explanatory,short
How important is timely communication to you?,SINGLE-SELECT,Very Important; Important; Somewhat Important; Not Important,Not Important,Gemini,annoyed,short
How many employees does your company have?,SINGLE-SELECT,1-10; 11-50; 51-100; 101-500; 500+,51100,Gemini,verbose,short
How many employees does your company have?,SINGLE-SELECT,1-10; 11-50; 51-100; 101-500; 500+,51100,Gemini,concise,short
How many employees does your company have?,SINGLE-SELECT,1-10; 11-50; 51-100; 101-500; 500+,51100,Gemini,colloquial,short
How many employees does your company have?,SINGLE-SELECT,1-10; 11-50; 51-100; 101-500; 500+,51100,Gemini,explanatory,short
How many employees does your company have?,SINGLE-SELECT,1-10; 11-50; 51-100; 101-500; 500+,51100,Gemini,annoyed,short
How many people are typically involved in your team's communications?,SINGLE-SELECT,1-5; 6-10; 11-20; More than 20,More than 20,Gemini,verbose,short
How many people are typically involved in your team's communications?,SINGLE-SELECT,1-5; 6-10; 11-20; More than 20,More than 20,Gemini,concise,short
How much time do you typically spend communicating with our team each week?,SINGLE-SELECT,Less than 1 hour; 1-3 hours; 3-5 hours; More than 5 hours,More than 5 hours,Gemini,verbose,short
How much time do you typically spend communicating with our team each week?,SINGLE-SELECT,Less than 1 hour; 1-3 hours; 3-5 hours; More than 5 hours,More than 5 hours,Gemini,concise,short
How much time do you typically spend communicating with our team each week?,SINGLE-SELECT,Less than 1 hour; 1-3 hours; 3-5 hours; More than 5 hours,More than 5 hours,Gemini,colloquial,short
How much time do you typically spend communicating with our team each week?,SINGLE-SELECT,Less than 1 hour; 1-3 hours; 3-5 hours; More than 5 hours,More than 5 hours,Gemini,explanatory,short
How much time do you typically spend communicating with our team each week?,SINGLE-SELECT,Less than 1 hour; 1-3 hours; 3-5 hours; More than 5 hours,More than 5 hours,Gemini,annoyed,short
How often do you feel your communication is misunderstood?,SINGLE-SELECT,Very Often; Often; Sometimes; Rarely; Never,Often,Gemini,verbose,short
How often do you feel your communication is misunderstood?,SINGLE-SELECT,Very Often; Often; Sometimes; Rarely; Never,Often,Gemini,concise,short
How often do you feel your communication is misunderstood?,SINGLE-SELECT,Very Often; Often; Sometimes; Rarely; Never,Often,Gemini,colloquial,short
How often do you feel your communication is misunderstood?,SINGLE-SELECT,Very Often; Often; Sometimes; Rarely; Never,Often,Gemini,explanatory,short
How often do you feel your communication is misunderstood?,SINGLE-SELECT,Very Often; Often; Sometimes; Rarely; Never,Often,Gemini,annoyed,short
How often do you need updates?,SINGLE-SELECT,Daily; Weekly; Monthly; As needed,Daily,Gemini,verbose,short
How often do you need updates?,SINGLE-SELECT,Daily; Weekly; Monthly; As needed,Daily,Gemini,concise,short
How often do you need updates?,SINGLE-SELECT,Daily; Weekly; Monthly; As needed,Daily,Gemini,colloquial,short
How often do you need updates?,SINGLE-SELECT,Daily; Weekly; Monthly; As needed,Daily,Gemini,explanatory,short
How often do you need updates?,SINGLE-SELECT,Daily; Weekly; Monthly; As needed,Daily,Gemini,annoyed,short
How often do you prefer to receive project updates?,SINGLE-SELECT,Daily; Weekly; Bi-weekly; Monthly,Daily,Gemini,verbose,short
How often do you prefer to receive project updates?,SINGLE-SELECT,Daily; Weekly; Bi-weekly; Monthly,Daily,Gemini,concise,short
How often do you prefer to receive project updates?,SINGLE-SELECT,Daily; Weekly; Bi-weekly; Monthly,Daily,Gemini,colloquial,short
How often do you prefer to receive project updates?,SINGLE-SELECT,Daily; Weekly; Bi-weekly; Monthly,Daily,Gemini,explanatory,short
How often do you prefer to receive project updates?,SINGLE-SELECT,Daily; Weekly; Bi-weekly; Monthly,Daily,Gemini,annoyed,short
How responsive is our team to your communication?,SINGLE-SELECT,Very Responsive; Responsive; Somewhat Responsive; Unresponsive; Very Unresponsive,Very Responsive,Gemini,verbose,short
How responsive is our team to your communication?,SINGLE-SELECT,Very Responsive; Responsive; Somewhat Responsive; Unresponsive; Very Unresponsive,Very Responsive,Gemini,concise,short
How responsive is our team to your communication?,SINGLE-SELECT,Very Responsive; Responsive; Somewhat Responsive; Unresponsive; Very Unresponsive,Very Responsive,Gemini,colloquial,short
How responsive is our team to your communication?,SINGLE-SELECT,Very Responsive; Responsive; Somewhat Responsive; Unresponsive; Very Unresponsive,Very Responsive,Gemini,explanatory,short
How responsive is our team to your communication?,SINGLE-SELECT,Very Responsive; Responsive; Somewhat Responsive; Unresponsive; Very Unresponsive,Very Responsive,Gemini,annoyed,short
How satisfied are you with our communication?,SINGLE-SELECT,Very Satisfied; Satisfied; Neutral; Dissatisfied; Very Dissatisfied,Very Satisfied,Gemini,verbose,short
How satisfied are you with our communication?,SINGLE-SELECT,Very Satisfied; Satisfied; Neutral; Dissatisfied; Very Dissatisfied,Very Satisfied,Gemini,concise,short
How satisfied are you with our communication?,SINGLE-SELECT,Very Satisfied; Satisfied; Neutral; Dissatisfied; Very Dissatisfied,Very Satisfied,Gemini,colloquial,short
How satisfied are you with our communication?,SINGLE-SELECT,Very Satisfied; Satisfied; Neutral; Dissatisfied; Very Dissatisfied,Very Satisfied,Gemini,explanatory,short
How satisfied are you with our communication?,SINGLE-SELECT,Very Satisfied; Satisfied; Neutral; Dissatisfied; Very Dissatisfied,Very Dissatisfied,Gemini,annoyed,short
How satisfied are you with our current service?,SINGLE-SELECT,Very Satisfied; Satisfied; Neutral; Dissatisfied; Very Dissatisfied,Very Satisfied,Gemini,verbose,short
How satisfied are you with our current service?,SINGLE-SELECT,Very Satisfied; Satisfied; Neutral; Dissatisfied; Very Dissatisfied,Very Satisfied,Gemini,concise,short
How satisfied are you with our current service?,SINGLE-SELECT,Very Satisfied; Satisfied; Neutral; Dissatisfied; Very Dissatisfied,Very Satisfied,Gemini,colloquial,short
How satisfied are you with our current service?,SINGLE-SELECT,Very Satisfied; Satisfied; Neutral; Dissatisfied; Very Dissatisfied,Very Satisfied,Gemini,explanatory,short
How satisfied are you with our current service?,SINGLE-SELECT,Very Satisfied; Satisfied; Neutral; Dissatisfied; Very Dissatisfied,Very Dissatisfied,Gemini,annoyed,short
How would you describe the tone of our communication?,SINGLE-SELECT,Professional; Friendly; Informal; Formal,Friendly,Gemini,verbose,short
How would you describe the tone of our communication?,SINGLE-SELECT,Professional; Friendly; Informal; Formal,Friendly,Gemini,concise,short
How would you describe the tone of our communication?,SINGLE-SELECT,Professional; Friendly; Informal; Formal,Friendly,Gemini,colloquial,short
How would you describe the tone of our communication?,SINGLE-SELECT,Professional; Friendly; Informal; Formal,Friendly,Gemini,explanatory,short
How would you describe the tone of our communication?,SINGLE-SELECT,Professional; Friendly; Informal; Formal,Informal,Gemini,annoyed,short
How would you rate the overall effectiveness of our communication?,SINGLE-SELECT,Excellent; Good; Fair; Poor,Good,Gemini,verbose,short
How would you rate the overall effectiveness of our communication?,SINGLE-SELECT,Excellent; Good; Fair; Poor,Good,Gemini,concise,short
How would you rate the overall effectiveness of our communication?,SINGLE-SELECT,Excellent; Good; Fair; Poor,Good,Gemini,colloquial,short
How would you rate the overall effectiveness of our communication?,SINGLE-SELECT,Excellent; Good; Fair; Poor,Good,Gemini,explanatory,short
How would you rate the overall effectiveness of our communication?,SINGLE-SELECT,Excellent; Good; Fair; Poor,Good,Gemini,annoyed,short
How would you rate your experience with our customer support?,SINGLE-SELECT,Excellent; Good; Fair; Poor,Good,Gemini,verbose,short
How would you rate your experience with our customer support?,SINGLE-SELECT,Excellent; Good; Fair; Poor,Good,Gemini,concise,short
How would you rate your experience with our customer support?,SINGLE-SELECT,Excellent; Good; Fair; Poor,Good,Gemini,colloquial,short
How would you rate your experience with our customer support?,SINGLE-SELECT,Excellent; Good; Fair; Poor,Good,Gemini,explanatory,short
How would you rate your experience with our customer support?,SINGLE-SELECT,Excellent; Good; Fair; Poor,Poor,Gemini,annoyed,short
Is there anything we can improve in our communication?,SINGLE-SELECT,Yes; No,Yes,Gemini,verbose,short
Is there anything we can improve in our communication?,SINGLE-SELECT,Yes; No,Yes,Gemini,concise,short
Is there anything we can improve in our communication?,SINGLE-SELECT,Yes; No,Yes,Gemini,colloquial,short
Is there anything we can improve in our communication?,SINGLE-SELECT,Yes; No,Yes,Gemini,explanatory,short
Is there anything we can improve in our communication?,SINGLE-SELECT,Yes; No,Yes,Gemini,annoyed,short
Level of communication detail,SINGLE-SELECT,High; Medium; Low,High,Gemini,verbose,short
Level of communication detail,SINGLE-SELECT,High; Medium; Low,High,Gemini,concise,short
Level of communication detail,SINGLE-SELECT,High; Medium; Low,High,Gemini,colloquial,short
Level of communication detail,SINGLE-SELECT,High; Medium; Low,High,Gemini,explanatory,short
Level of communication detail,SINGLE-SELECT,High; Medium; Low,High,Gemini,annoyed,short
Preferred communication method,SINGLE-SELECT,Email; Phone; Video Call; In-person Meeting,Email,Gemini,verbose,short
Preferred communication method,SINGLE-SELECT,Email; Phone; Video Call; In-person Meeting,Email,Gemini,concise,short
Preferred communication method,SINGLE-SELECT,Email; Phone; Video Call; In-person Meeting,Email,Gemini,colloquial,short
Preferred communication method,SINGLE-SELECT,Email; Phone; Video Call; In-person Meeting,Email,Gemini,explanatory,short
Preferred communication method,SINGLE-SELECT,Email; Phone; Video Call; In-person Meeting,Email,Gemini,annoyed,short
Preferred time for communication,SINGLE-SELECT,Morning; Afternoon; Evening,Evening,Gemini,verbose,short
Preferred time for communication,SINGLE-SELECT,Morning; Afternoon; Evening,Evening,Gemini,concise,short
Preferred time for communication,SINGLE-SELECT,Morning; Afternoon; Evening,Evening,Gemini,colloquial,short
Preferred time for communication,SINGLE-SELECT,Morning; Afternoon; Evening,Evening,Gemini,explanatory,short
Preferred time for communication,SINGLE-SELECT,Morning; Afternoon; Evening,Evening,Gemini,annoyed,short
Primary language for communication,SINGLE-SELECT,English; Spanish; French; German; Mandarin,English,Gemini,verbose,short
Primary language for communication,SINGLE-SELECT,English; Spanish; French; German; Mandarin,English,Gemini,concise,short
Primary language for communication,SINGLE-SELECT,English; Spanish; French; German; Mandarin,English,Gemini,colloquial,short
Primary language for communication,SINGLE-SELECT,English; Spanish; French; German; Mandarin,English is the primary language for communication,Gemini,explanatory,short
Primary language for communication,SINGLE-SELECT,English; Spanish; French; German; Mandarin,English is the primary language for communication,Gemini,annoyed,short
What are your career goals in the art and design industry?,SINGLE-SELECT,Freelance Artist; In-house Designer; Art Director; Creative Director; Start my own Design Agency,Freelance Artist,Gemini,verbose,short
What are your career goals in the art and design industry?,SINGLE-SELECT,Freelance Artist; In-house Designer; Art Director; Creative Director; Start my own Design Agency,Freelance Artist,Gemini,concise,short
What are your career goals in the art and design industry?,SINGLE-SELECT,Freelance Artist; In-house Designer; Art Director; Creative Director; Start my own Design Agency,Freelance Artist,Gemini,colloquial,short
What are your career goals in the art and design industry?,SINGLE-SELECT,Freelance Artist; In-house Designer; Art Director; Creative Director; Start my own Design Agency,Freelance Artist,Gemini,explanatory,short
What are your career goals in the art and design industry?,SINGLE-SELECT,Freelance Artist; In-house Designer; Art Director; Creative Director; Start my own Design Agency,Freelance Artist,Gemini,annoyed,short
What are your preferred methods for gathering user feedback?,SINGLE-SELECT,User Interviews; Surveys; Usability Testing; A/B Testing; Heatmaps,User Interviews,Gemini,verbose,short
What are your preferred methods for gathering user feedback?,SINGLE-SELECT,User Interviews; Surveys; Usability Testing; A/B Testing; Heatmaps,User Interviews,Gemini,concise,short
What are your preferred methods for gathering user feedback?,SINGLE-SELECT,User Interviews; Surveys; Usability Testing; A/B Testing; Heatmaps,User Interviews,Gemini,colloquial,short
What are your preferred methods for gathering user feedback?,SINGLE-SELECT,User Interviews; Surveys; Usability Testing; A/B Testing; Heatmaps,User Interviews,Gemini,explanatory,short
What are your preferred methods for gathering user feedback?,SINGLE-SELECT,User Interviews; Surveys; Usability Testing; A/B Testing; Heatmaps,User Interviews,Gemini,annoyed,short
What are your primary business goals?,SINGLE-SELECT,Increase Revenue; Reduce Costs; Improve Efficiency; Expand Market Share,Increase Revenue,Gemini,verbose,short
What are your primary business goals?,SINGLE-SELECT,Increase Revenue; Reduce Costs; Improve Efficiency; Expand Market Share,Increase Revenue,Gemini,concise,short
What are your primary business goals?,SINGLE-SELECT,Increase Revenue; Reduce Costs; Improve Efficiency; Expand Market Share,Increase Revenue,Gemini,colloquial,short
What are your primary business goals?,SINGLE-SELECT,Increase Revenue; Reduce Costs; Improve Efficiency; Expand Market Share,Increase Revenue,Gemini,explanatory,short
What are your primary business goals?,SINGLE-SELECT,Increase Revenue; Reduce Costs; Improve Efficiency; Expand Market Share,Increase Revenue,Gemini,annoyed,short
What are your top three priorities for this year?,SINGLE-SELECT,Revenue Growth; Cost Reduction; Customer Acquisition; Product Development,Revenue Growth,Gemini,verbose,short
What are your top three priorities for this year?,SINGLE-SELECT,Revenue Growth; Cost Reduction; Customer Acquisition; Product Development,Revenue Growth,Gemini,concise,short
What are your top three priorities for this year?,SINGLE-SELECT,Revenue Growth; Cost Reduction; Customer Acquisition; Product Development,Revenue Growth,Gemini,colloquial,short
What are your top three priorities for this year?,SINGLE-SELECT,Revenue Growth; Cost Reduction; Customer Acquisition; Product Development,Revenue Growth,Gemini,explanatory,short
What are your top three priorities for this year?,SINGLE-SELECT,Revenue Growth; Cost Reduction; Customer Acquisition; Product Development,Revenue Growth,Gemini,annoyed,short
What aspect of design are you most passionate about?,SINGLE-SELECT,Visual Communication; User Experience; Branding; Interaction Design; Motion Graphics,Visual Communication,Gemini,verbose,short
What aspect of design are you most passionate about?,SINGLE-SELECT,Visual Communication; User Experience; Branding; Interaction Design; Motion Graphics,Visual Communication,Gemini,concise,short
What aspect of design are you most passionate about?,SINGLE-SELECT,Visual Communication; User Experience; Branding; Interaction Design; Motion Graphics,Visual Communication,Gemini,colloquial,short
What aspect of design are you most passionate about?,SINGLE-SELECT,Visual Communication; User Experience; Branding; Interaction Design; Motion Graphics,Visual Communication,Gemini,explanatory,short
What aspect of design are you most passionate about?,SINGLE-SELECT,Visual Communication; User Experience; Branding; Interaction Design; Motion Graphics,Visual Communication,Gemini,annoyed,short
What cloud platform do you use?,SINGLE-SELECT,AWS; Azure; Google Cloud,I use Google Cloud,Gemini,verbose,short
What cloud platform do you use?,SINGLE-SELECT,AWS; Azure; Google Cloud,I use Google Cloud,Gemini,concise,short
What cloud platform do you use?,SINGLE-SELECT,AWS; Azure; Google Cloud,I use Google Cloud,Gemini,colloquial,short
What cloud platform do you use?,SINGLE-SELECT,AWS; Azure; Google Cloud,I use Google Cloud,Gemini,explanatory,short
What cloud platform do you use?,SINGLE-SELECT,AWS; Azure; Google Cloud,I use Google Cloud,Gemini,annoyed,short
What communication channels do you use most often?,SINGLE-SELECT,Email; Instant Messaging; Project Management Software; Phone calls; Video Conferencing,Email,Gemini,verbose,short
What communication channels do you use most often?,SINGLE-SELECT,Email; Instant Messaging; Project Management Software; Phone calls; Video Conferencing,Email,Gemini,concise,short
What communication channels do you use most often?,SINGLE-SELECT,Email; Instant Messaging; Project Management Software; Phone calls; Video Conferencing,Email,Gemini,colloquial,short
What communication channels do you use most often?,SINGLE-SELECT,Email; Instant Messaging; Project Management Software; Phone calls; Video Conferencing,Email,Gemini,explanatory,short
What communication channels do you use most often?,SINGLE-SELECT,Email; Instant Messaging; Project Management Software; Phone calls; Video Conferencing,Email,Gemini,annoyed,short
What database system are you familiar with?,SINGLE-SELECT,MySQL; PostgreSQL; MongoDB; Oracle; SQL Server,MySQL,Gemini,verbose,short
What database system are you familiar with?,SINGLE-SELECT,MySQL; PostgreSQL; MongoDB; Oracle; SQL Server,MySQL,Gemini,concise,short
What database system are you familiar with?,SINGLE-SELECT,MySQL; PostgreSQL; MongoDB; Oracle; SQL Server,MySQL,Gemini,colloquial,short
What database system are you familiar with?,SINGLE-SELECT,MySQL; PostgreSQL; MongoDB; Oracle; SQL Server,MySQL,Gemini,explanatory,short
What database system are you familiar with?,SINGLE-SELECT,MySQL; PostgreSQL; MongoDB; Oracle; SQL Server,MySQL,Gemini,annoyed,short
