question,type,options,answer,model,tone,difficulty
What types of waste are generated by your operations?,MULTI-SELECT,Solid waste; Hazardous waste; Liquid waste; Gaseous emissions; Recyclable materials,Solid waste is generated by your operations Liquid waste is generated by your operations Hazardous waste is generated by your operations Recyclable materials are generated by your operations,Gemini,colloquial,long
Which of these industries do your target customers operate in?,MULTI-SELECT,Healthcare; Finance; Technology; Education; Retail; Manufacturing,Technology is the industry that your target customers operate inThe industry that your target customers operate in is manufacturing The industry that your target customers operate in is education The industry that your target customers operate in is technology The industry that your target customers operate in is educationThe industry that your target customers operate in is manufacturing The industry that your target customers operate in is education The industry that your target customers operate in is manufacturing The industry that your target customers operate in is education The industry that your customers operate in is manufacturing The industry that your customers operate in is education The industry that your customers operate in is manufacturing The industry that your customers operate in is education The industry that your customers operate in is manufacturing The industry that your customers operate in is educationThe industry that your customers operate in is manufacturing The industry that your customers operate in is educationThe industry that your customers operate in is manufacturing The industry that your customers operate in is educationThe industry that your customers operate in is manufacturing The industry that your customers operate in is education The industry that your customers operate in is manufacturing The industry that your customers operate in is education,Gemini,colloquial,long
What date did you attend the webinar? Provide a date.,DATE,['Date'],I attended the webinar on March 7 2015 andI attended the webinar on March 8 2015 and I attended the webinar on March 7 2015 and I attended the webinar on March 8 2015 and I attended the webinar on March 7 2015 and I attended the webinar on March 8 2015 and I attended the webinar on March 72015 and I attended the webinar on March 8 2015 and I attended the webinar on March 7 2015 and I attended the webinar on March 8 2015 and I attended the webinar on March 7 2015 and I attended the webinar on March 8 2015 and I attended the webinar on March 72015 and I attended the webinar on March 8 2015 and I attended the webinar on March 7 2015 and I attended the webinar on March 8 2015 and I attended the webinar on March 7 2015 and I attended the webinar on March 8 2015 and I attended the webinar on March 7 2015 and I attended the webinar on March 8 2015 and I attended the webinar on March 7 2015 and I attended the webinar on March 8 2015 and I attended the webinar on March 7 2015 and I attended the webinar on March 8 2015 and I attended the webinar on March 7 2015 and I attended the webinar on March 8 2015 and I attended the webinar on March 7 2015 and I attended the webinar on March 8 2015 and I attended the webinar on March 7 2015 and I attended the webinar on March 8 2015 and I attended the webinar on March 7 2015 and I attended the webinar on March 82015 and I attended the webinar on March 7 2015 and I attended the webinar on March 8 2015 and I attended the webinar on March 7 2015 and I attended the webinar on March 8 2015 and I attended the webinar on March 7 2015 and I attended the webinar on March 8 2015 and I attended the webinar on March 7 2015 and I attended the webinar on March 8 2015 and I attended the webinar on March 7 2015 and I attended the webinar on March 8 2015 and I attended the webinar on March 7 2015 and I attended the webinar on March 8 2015 and I attended the webinar on March 7 2015 and I attended the webinar on March 82015 and I attended the webinar on March 7 2015 and I attended the webinar on March 82015 and I attended the webinar on March 7 2015 and I attended the webinar on March 82015 and I attended the webinar on March 7 2015 and I attended the webinar on March 82015 and I attended the webinar on March 72015 and I attended the webinar on March 82015 and I attended the webinar on March 7 2015 and I attended the webinar on March 82015 and I attended the webinar on March 7 2015 and I attended the webinar on March 8 2015 and I attended the webinar on March 7 2015 and I attended the webinar on March 82015 and I attended the webinar on March 7 2015 and I attended the,Gemini,colloquial,long
What is the planned date for the next release? Provide a date.,DATE,['Date'],The next release will be released on March 7 2018 andwill be released on March 6 2018 and will be released on March 7 2018 and will be released on March 6 2018 and will be released on March 7 2018 and will be released on March 62018 and will be released on March 72018 and will be released on March 6 2018 and will be released on March 72018 and will be released on March 6 2018 and will be released on March 72018 and will be released on March 6 2018 and will be released on March 72018 and will be released on March 8 2018 and will be released on March 7 2018 and will be released on March 8 2018 and will be released on March 72018 and will be released on March 8 2018 and will be released on March 7 2018 and will be released on March 8 2018 and will be released on March 72018 and will be released on March 8 2018 and will be released on March 7 2018 and will be released on March 8 2018 and will be released on March 7 2018 and will be released on March 8 2018 and will be released on March 7 2018 and will be released on March 8 2018 and will be released on March 72018 and will be released on March 8 2018 and will be released on March 7 2018 and will be released on March 8 2018 and will be released on March 7 2018 and will be released on March 8 2018 and will be released on March 7 2018 and will be released on March 8 2018 and will be released on March 7 2018 and will be released on March 8 2018 and will be released on March 7 2018 and will be released on March 8 2018 and will be released on March 7 2018 and will be released on March 8 2018 and will be released on March 7 2018 and will be released on March 8 2018 and will be released on March 72018 and will be released on March 8 2018 and will be released on March 72018 and will be released on March 8 2018 and will be released on March 7 2018 and will be released on March 8 2018 and will be released on March 7 2018 and will be released on March 8 2018 and will be released on March 7 2018 and will be released on March 8 2018 and will be released on March 9 2018 and will be released on March 72018 and will be released on March 11 2018 and will be released on March 72018 and will be released on March 8 2018 and will be released on March 72018 and will be released on March 8 2018 and will be released on March 10 2018 and will be released on March 72018 and will be released on March 8 2018 and will be released on March 72018 and will be released on March 8 2018 and will be released on March 72018 and will be released on March 8 2018 and will be released on March 7 2018 and will be released on March 9 2018 and will be released on March 72018 and will be available on March 7 2018 and will be releasedon March 7 2018 and will be availableon March 7 2018 and will be released on March 7 2018 and will be available on March 7 2018,Gemini,annoyed,long
When did the incident occur? Provide a date.,DATE,['Date'],The incident occurred on January 30 2018 and was reported to have taken place on January 30 2018 and was reported to have taken place on January 30 2018 and was reported to have taken place on January 30 2018 and was reported to have taken place on January 30 2018 and was reported to have taken place on January 30 2018 and was reported to have taken place on January 30 2018 and was reported to have taken place on January 30 2018 and was reported to have taken place on January 30 2018 and was reported to have taken place on January 30 2018 and was reported to have taken place on January 30 2018 and was reported to have taken place on January 30 2018 and was reported to have taken place on January 30 2018 and was reported to have taken place on January 30 2018 and was reported to have taken place on January 30 2018 and was reported to have taken place on January 30 2018 and was reported to have taken place on January 30 2018 and was reported to have taken place on January 30 2018 and was reported to have taken place on January 30 2018 and was reported to have taken place on January 30 2018 and was reported to have taken place on January 30 2018 and was reported to have taken place on January 30 2018 and was reported to have taken place on January 30 2018 and was reported to have taken place on January 30 2018 and was reported to have taken place on January 30 2018 and was reported to have taken place on January 30 2018 and was reported to have taken place on January 30 2018 and was reported to have taken place on January 30 2018 and was reported to have taken place on January 30 2018 and was reported to have taken place on January 30 2018 and was reported to have taken place on January 30 2018 and was reported to have taken place on January 30 2018 and was reported to have taken place on January 30 2018 and was reported to have taken place on January 30 2018 and was reported to have taken place on January 30 2018 and was reported to have taken place on January 30 2018 and was reported to have taken place on January 30 2018 and was reported to have taken place on January 30 2018 and was reported to have taken place on January 30 2018 and was reported to have taken place on January 30 2018 and was reported to have taken place on January 30 2018 and was reported to have taken place on January 29 2018 and was reported to have taken place on January 30 2018 and was reported to have taken place on January 30 2018 and was reported to have taken place on January 30 2018 and was reported to have taken place on January 29 2018 and was reported to have taken place on January 30 2018 and was reported to have taken place on January 30 2018 and was reported to have taken place on January 30 2018 and was reported to have taken place on January 29 2018 and was reported to have taken place on January 30 2018 and was reported to have taken place on January 30 2018 and was reported to have taken place on January 30 2018 and was reported to have taken place on January 30 2018 and was reported to have taken place on January 30 2018 and was reported to have taken place on January 30 2018 and was reported to have taken place on January 30 2018 and was reported to have taken place on January 30 2018 and was reported to have taken place on January 29 2018 and was reported to have taken place on January 30 2018 and was reported to have taken place on January 30 2018 and was reported to have taken place on January 30 2018 and was reported to have taken place on January 30 2018 and was reported to have taken place on January 30 2018 and was reported to have taken place on January 30 2018 and was reported to have taken place on January 30 2018 and was reported to have taken place on January 30 2018 and was reported to have taken place on January 30 2018 and was reported to have taken place on January 30 2018 and was reported to have taken place on January 30 2018 and was reported to have taken place on January 30 2018 and was reported to have taken place on January 30 2018 and was reported to have taken place on January 30 2018 and was reported to have taken place on January 30 2018 and was reported to have taken place on January 30 2018 and was reported to have taken place on January 30 2018 and was reported to have taken place on January 30 2018 and was reported to have taken place on January 30 2018 and was reported to have taken place on January 29 2018 and was reported to have taken place on January 30 2018 and was reported to have taken place on January 30 2018 and was reported to have taken place on January 30 2018 and was reported to have taken place on January 30 2018 and was reported to have taken place on January 30 2018 and was reported to have taken place on January 30 2018 and was reported to have taken place on January 30 2018 and was reported to have taken place on January 30 2018 and was reported to have taken place on January 29 2018 and was reported to have taken place on January 30 2018 and was reported to have taken place on January 30 2018 and was reported to have taken place on January 30 2018 and was reported to have taken place on January 30 2018 and was reported to have taken place on January 30 2018 and was reported to,Gemini,verbose,long
When is your preferred shipping date? Provide a date.,DATE,['Date'],I would like to ship on a Friday and I would like to ship on a Saturday and I would like to ship on a Friday and I would like to ship on a Saturday and I would like to ship on a Friday and I would like to ship on a Saturday and I would like to ship on a Friday and I would like to ship on a Saturday and I would like to ship on a Friday and I would like to ship on a Saturday and I would like to ship on a Friday and I would like to ship on a Saturday and I would like to ship on a Friday and I would like to ship on a Saturday and I would like to ship on a Friday and I would like to ship on a Saturday and I would like to ship on a Friday and I would like to ship on a Saturday and I would like to ship on a Friday and I would like to ship on a Saturday and I would like to ship on a Friday and I would like to ship on a Saturday and I would like to ship on a Friday and I would like to ship on a Saturday and I would like to ship on a Friday and I would like to ship on a Saturday and I would like to ship on a Friday and I would like to ship on a Saturday and I would like to ship on a Friday and I would like to ship on a Saturday and I would like to ship on a Friday and I would like to ship on a Saturday and I would like to ship on a Friday and I would like to ship on a Saturday and I would like to ship on a Friday and I would like to ship on a Saturday and I would like to ship on a Friday and I would like to ship on a Saturday and I would like to ship on a Friday and I would like to ship on a Saturday and I would like to ship on a Friday and I would like to ship on a Saturday and I would like to ship on a Friday and I would like to ship on a Saturday and I would like to ship on a Friday and I would like to ship on a Saturday and I would like to ship on a Friday and I would like to ship on a Saturday and I would like to ship on a Friday and I would like to ship on a Saturday and I would like to ship on a Fridayand I would like to ship on a Saturday and I would like to ship on a Friday and I would like to ship on a Saturday and I would like to ship on a Friday and I would like to ship on a Saturday and I would like to ship on a Fridayand I would like to ship on a Saturday and I would like to ship on a Friday and I would like to ship on a Saturday and I would like to ship on a Fridayand I would like to ship on a Saturday and I would like to ship on a Friday and I would like to ship on a Saturday and I would like to ship on a Friday and I would like to ship on a Saturday and I would like to ship on a Fridayand I would like to ship on a Saturday and I would like to ship on a Friday and I would like to ship on a Saturdayand I would like to ship on a Sunday and I would like to ship on a Saturday and I would like to ship on a Sunday and I would like to ship on a Saturday and I would like to ship on a Sunday and I would like to ship on a Saturday and I would like to ship on a Sundayand,Gemini,explanatory,long
When was your last blood pressure check? Provide a date.,DATE,['Date'],I had my blood pressure check on March 30 2015 and it was on March 30 2015 and I had a blood pressure check on March 30 2015 and I had a blood pressure check on March 31 2015 and I had a blood pressure check on March 31 2015 and I had a blood pressure check on March 31 2015 and I had a blood pressure check on March 31 2015 and I had a blood pressure check on March 31 2015 and I had a blood pressure check on March 31 2015 and I had a blood pressure check on March 31 2015 and I had a blood pressure check on March 31 2015 and I had a blood pressure check on March 31 2015 and I had a blood pressure check on March 31 2015 and I had a blood pressure check on March 31 2015 and I had a blood pressure check on March 31 2015 and I had a blood pressure check on March 31 2015 and I had a blood pressure check on March 31 2015 and I had a blood pressure check on March 31 2015 and I had a blood pressure check on March 31 2015 and I had a blood pressure check on March 31 2015 and I had a blood pressure check on March 31 2015 and I had a blood pressure check on March 31 2015 and I had a blood pressure check on March 31 2015 and I had a blood pressure check on March 31 2015 and I had a blood pressure check on March 31 2015 and I had a blood pressure check on March 31 2015 and I had a blood pressure check on March 31 2015 and I had a blood pressure check on March 31 2015 and I had a blood pressure check on March 31 2015 and I had a blood pressure check on March 31 2015 and I had a blood pressure check on March 31 2015 and I had a blood pressure check on March 31 2015 and I had a blood pressure check on March 31 2015 and I had a blood pressure check on March 31 2015 and I had a blood pressure check on March 31 2015 and I had a blood pressure check on March 31 2015 and I had a blood pressure check on March 31 2015 and I had a blood pressure check on March 31 2015 and I had a blood pressure check on March 31 2015 and I had a blood pressure check on March 31 2015 and I had a blood pressure check on March 31 2015 and I had a blood pressure check on March 31 2015 and I had a blood pressure check on March 31 2015 and I had a blood pressure check on March 31 2015 and I had a blood pressure check on March 31 2015 and I had a blood pressure check on March 31 2015 and I had a blood pressure check on March 31 2015 and I had a blood pressure check on March 31 2015 and I had a blood pressure check on March 31 2015 and I had a blood pressure check on March 31 2015 and I had a blood pressure check on March 31 2015 and I had a blood pressure check on March 31 2015 and I had a blood pressure check on March 31 2015 and I had a blood pressure check on March 31 2015 and I had a blood pressure check on March 31 2015 and I had a blood pressure check on March 31 2015 and I had a blood pressure check on March 31 2015 and I had a blood pressure check on March 31 2015 and I had a blood pressure check on March 31 2015 and I had a blood pressure check on March 31 2015 and I had a blood pressure check on March 31 2015 and I had a blood pressure check on March 31 2015 and I had a blood pressure check on March 31 2015 and I had a blood pressure check on March 31 2015 and I had a blood pressure check on March 31 2015 and I had a blood pressure check on March 31 2015 and I had a blood pressure check on March 31 2015 and I had a blood pressure check on March 31 2015 and I had a blood pressure check on March 31 2015 and I had a blood pressure check on March 31 2015 and I had a blood pressure check on March 31 2015 and I had a blood pressure check on March 31 2015 and I had a blood pressure check on March 31 2015 and I had a blood pressure check on March 31 2015 and I had a blood pressure check on March 31 2015 and I had a blood pressure check on March 31 2015 and I had a blood pressure check on March 31 2015 and I had a blood pressure check on March 31 2015 and I had a blood pressure check on March 31 2015 and I had,Gemini,explanatory,long
Describe the challenges associated with managing a diverse workforce.,TEXT,['Text'],Im not sure if its the lack of diversity in the workforce or the lack of diversity in the workforce Im not sure if its the lack of diversity in the workforce orthe lack of,Gemini,concise,long
Describe the company's approach to risk management.,TEXT,['Text'],The companys approach to risk management is a combination of risk management risk management risk management risk management risk managementrisk management,Gemini,verbose,long
Describe the company's approach to risk management.,TEXT,['Text'],The companys approach to risk management is a combination of risk management risk management risk management risk management risk managementrisk management,Gemini,explanatory,long
Describe the company's approach to risk management.,TEXT,['Text'],The companys approach to risk management is a combination of risk management risk management risk management risk management risk managementrisk management,Gemini,annoyed,long
What aspects of the support were particularly negative?,TEXT,['Text'],Im not sure if thats a good thing or if its a bad thing Im not sure if its a good thing or if its a bad thing Im not sure if its a good thing or if its a bad thing,Gemini,explanatory,long
What specific changes would you recommend for the next convention?,TEXT,['Text'],I would recommend the following changes to the convention a reorganization of the convention a reorganization ofthe convention a reorganization of the convention a,Gemini,verbose,long
How many tons of coal are consumed per day?,NUMBER,['fuel consumption'],Im not sure how many tons are consumed per day Im not sure how many tons of coal are consumed per day Im not sure how many tons of coal are consumed per day Im not sure how many tons of coal are consumed per day Im not sure how many tons of coal are consumed per day Im not sure how many tons of coal are consumed per day Im not sure how many tons of coal are consumed per day Im not sure how many tons of coal are consumed per day Im not sure how many tons of coal are consumed per day Im not sure how many tons of coal are consumed per day Im not sure how many tons of coal are consumed per day Im not sure how many tons of coal are consumed per day Im not sure how many tons of coal are consumed per day Im not sure how many tons of coal are consumed per day Im not sure how many tons of coal are consumed per day Im not sure how many tons of coal are consumed per day Im not sure how many tons of coal are consumed per day Im not sure how many tons of coal are consumed per day Im not sure how many tons of coal are consumed per day Im not sure how many tons of coal are consumed per day Im not sure how many tons of coal are consumed per day Im not sure how many tons of coal are consumed per day Im not sure how many tons of coal are consumed per day Im not sure how many tons of coal are consumed per day Im not sure how many tons of coal are consumed per day Im not sure how many tons of coal are consumed per day Im not sure how many tons of coal are consumed per day Im not sure how many tons of coal are consumed per day Im not sure how many tons of coal are consumed per day Im not sure how many tons of coal are consumed per day Im not sure how many tons of coal are consumed per day Im not sure how many tons of coal are consumed per day Im not sure how many tons of coal are consumed per day Im not sure how many tons of coal are consumed per day Im not sure how many tons of coal are consumed per day Im not sure how many tons of coal are consumed per day Im not sure how many tons of coal are consumed per day Im not sure how many tons of coal are consumed per day Im not sure how many tons of coal are consumed per day Im not sure how many tons of coal are consumed per day Im not sure how many tons of coal are consumed per day Im not sure how many tons of coal are consumed per day Im not sure how many tons of coal are consumed per day Im not sure how many tons of coal are consumed per day Im not sure how many tons of coal are consumed per day Im not sure how many tons of coal are consumed per day Im not sure how many tons of coal are consumed per day Im not sure how many tons of coal are consumed per day Im not sure how many tons of coal are consumed per day Im not sure how many tons of coal are consumed per day Im not sure how many tons of coal are consumed per day Im not sure how many tons of coal are consumed per day Im not sure how many tons of coal are consumed per day Im not sure how many tons of coal are consumed per day,Gemini,concise,long
What is the pressure in pascals?,NUMBER,['pressure'],The pressure of a syllable is the same as the pressure of a syllable but the pressure of a syllable is the same as the pressure of a syllable and the pressure of a syllable is the same as the pressure of a syllable and the pressure of a syllable is the same as the pressure of a syllable and the pressure of a syllable is the same as the pressure of a syllable and the pressure of a syllable is the same as the pressure of a syllable and the pressure of a syllable is the same as the pressure of a syllable and the pressure of a syllable is the same as the pressure of a syllable and the pressure of a syllable is the same as the pressure of a syllable and the pressure of a syllable is the same as the pressure of a syllable and the pressure of a syllable is the same as the pressure of a syllable and the pressure of a syllable is the same as the pressure of a syllable and the pressure of a syllable is the same as the pressure of a syllable and the pressure of a syllable is the same as the pressure of a syllable and the pressure of a syllable is the same as the pressure of a syllable and the pressure of a syllable is the same as the pressure of a syllable and the pressure of a syllable is the same as the pressure of a syllable and the pressure of a syllable is the same as the pressure of a syllable and the pressure of a syllable is the same as the pressure of a syllable and the pressure of a syllable is the same as the pressure of a syllable and the pressure of a syllable is the same as the pressure of a syllable and the pressure of a syllable is the same as the pressure of a syllable and the pressure of a syllable is the same as the pressure of a syllable and the pressure of a syllable is the same as the pressure of a syllable and the pressure of a syllable is the same as the pressure of a syllable and the pressure of a syllable is the same as the pressure of a syllable and the pressure of a syllable is the same as the pressure of a syllable and the pressure of a syllable is the same as the pressure of a syllable and the pressure of a syllable is the same as the pressure of a syllable and the pressure of a syllable is the same as the pressure of a syllable and the pressure of a syllable is the same as the pressure of a syllable and the pressure of a syllable is the same as the pressure of a syllable and the pressure of a syllable is the same as the pressure of a syllable and the pressure of a syllable is the same as the pressure of a syllable,Gemini,verbose,long
What is the pressure in pascals?,NUMBER,['pressure'],The pressure of a syllable is the pressure of the syllables syllables syllables syllables syllables syllables syllables syllables syllables syllablessyllables,Gemini,concise,long
What is the quantity per unit?,NUMBER,['quantity'],0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,Gemini,verbose,long
What is the temperature in Celsius?,NUMBER,['temperature'],The temperature in Celsius is minuscule minuscule minuscule minuscule minuscule minuscule minuscule minuscule minuscule minusculeminusculi minusculi minusculi minusculi minusculi minusculi minusculi minusculi minusculi minusculiminusculiminuscul,Gemini,annoyed,long
What is the total number of units produced?,NUMBER,['units produced'],5000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,Gemini,colloquial,long
