type>question>options>tone>answer
DATE>What date did you attend the webinar? Provide a date.>['Date']>colloquial>I attended the webinar on March 7, 2015, and I attended the webinar on March 7, 2015, and I attended the webinar on March 7, 2015, and I attended the webinar on March 7, 2015, and I attended the webinar on March 7, 2015, and I attended the webinar on March 7, 2015, and I attended the webinar on March 7, 2015, and I attended the webinar on March 7, 2015, and I attended the webinar on March 7, 2015, and I attended the webinar on March 7, 2015, and I attended the webinar on March 7, 2015, and I attended the webinar on March 7, 2015, and I attended the webinar on March 7, 2015, and I attended the webinar on March 7, 2015, and I attended the webinar on March 7, 2015, and I attended the webinar on March 7, 2015, and I attended the webinar on March 7, 2015, and I attended the webinar on March 7, 2015, and I attended the webinar on March 7, 2015, and I attended the webinar on March 7, 2015, and I attended the webinar on March 7, 2015, and I attended the webinar on March 7, 2015, and I attended the webinar on March 7, 2015, and I attended the webinar on March 7, 2015, and I attended the webinar on March 7, 2015, and I attended the webinar on March 7, 2015, and I attended the webinar on March 8, 2015, and I attended the webinar on March 7, 2015, and I attended the webinar on March 8, 2015, and I attended the webinar on March 7, 2015, and I attended the webinar on March 8, 2015, and I attended the webinar on March 7, 2015, and I attended the webinar on March 7, 2015, and I attended the webinar on March 8, 2015, and I attended the webinar on March 7, 2015, and I attended the webinar on March 8, 2015, and I attended the webinar on March 7, 2015, and I attended the webinar on March 8, 2015, and I attended the webinar on March 7, 2015, and I attended the webinar on March 7, 2015, and I attended the webinar on March 8, 2015, and I attended the webinar on March 7, 2015, and I attended the webinar on March 8, 2015, and I attended the webinar on March 7, 2015, and I attended the webinar on March 8, 2015, and I attended the webinar on March 7, 2015, and I attended the webinar on March 8, 2015, and I attended the webinar on March 7, 2015, and I attended the webinar on March 8, 2015, and I attended the webinar on March 7, 2015, and I attended the webinar on March 8, 2015, and I attended the webinar on March 7, 2015, and I attended the webinar on March 8, 2015, and I attended the webinar on March 7, 2015, and I attended the webinar on March 8, 2015, and I attended the webinar on March 7, 2015, and I attended the webinar on March 8, 2015, and I attended the webinar on March 7, 2015, and I attended the webinar on March 8, 2015, and I attended the webinar on March 8, 2015, and I attended the webinar on March 7, 2015, and I attended the webinar on March 8, 2015, and I attended the webinar on March 7, 2015, and I attended the webinar on March 8, 2015, and I attended the webinar on March 7, 2015, and I attended the webinar on March 8, 2015, and I attended the webinar on March 7, 2015, and I attended the webinar on March 8, 2015, and I attended the webinar on March 7, 2015, and I attended the webinar on March 8, 2015, and I attended the webinar on March 7, 2015, and I attended the webinar on March 8, 2015, and I attended the webinar on March 7, 2015, and I attended the webinar on March 8, 2015, and I attended the webinar on March 8, 2015, and I attended the webinar on March 7, 2015, and I attended the webinar on March 8, 2015, and I attended the webinar on March 8, 2015, and I attended the webinar on March 8, 2015, and I attended the webinar on March 7, 2015, and I attended the webinar on March 8, 2015, and I attended the webinar on March 8, 2015, and I attended the webinar on March 7, 2015, and I attended the webinar on March 8, 2015, and I attended the webinar on March 8, 2015, and I attended the webinar on March 7, 2015, and I attended the webinar on March 7, 2015, and I attended the webinar on March 8, 2015, and I attended the webinar on March 8, 2015, and I attended the webinar on March 8, 2015, and I attended the webinar on March 8, 2015, and I attended the webinar on March 7, 2015, and I attended the webinar on March 8, 2015, and I attended the webinar on March 8, 2015, and I attended the webinar on March 8, 2015, and I attended the webinar on March 8, 2015, and I attended the webinar on March 7, 2015, and I attended the webinar on March 8, 2015, and I attended the webinar on March 7, 2015, and I attended the webinar on March 8, 2015, and I attended the webinar on March 8, 2015, and I attended the webinar on March 7, 2015, and I attended the
DATE>What date did you attend the webinar? Provide a date.>['Date']>explanatory>I attended the webinar on Thursday.
DATE>What date did you attend the webinar? Provide a date.>['Date']>annoyed>I attended the webinar on March 18, 2001.
DATE>What date did you receive the notification about your test results? Provide a date.>['Date']>verbose>I received the notification on October 1, 2001.
DATE>What date did you receive the notification about your test results? Provide a date.>['Date']>concise>I received my test results on April 15, 2017.
DATE>What date did you receive the notification about your test results? Provide a date.>['Date']>colloquial>I received the notification on March 15, 2015.
DATE>What date did you receive the notification about your test results? Provide a date.>['Date']>explanatory>I received the notification on March 6, 2015.
DATE>What date did you receive the notification about your test results? Provide a date.>['Date']>annoyed>I received the notification on February 1, 2001.
DATE>What date did you start feeling unwell? Provide a date.>['Date']>verbose>I started feeling unwell on January 1, 2001.
DATE>What date did you start feeling unwell? Provide a date.>['Date']>concise>I started feeling unwell on February 7, 2009.
DATE>What date did you start feeling unwell? Provide a date.>['Date']>colloquial>I started feeling unwell on January 1.
DATE>What date did you start feeling unwell? Provide a date.>['Date']>explanatory>I started feeling unwell on January 1, 1983.
DATE>What date did you start feeling unwell? Provide a date.>['Date']>annoyed>I started feeling unwell on February 15, 2013.
DATE>What date is the company anniversary? Provide a date.>['Date']>verbose>The company's anniversary is on May 31st.
DATE>What date is the company anniversary? Provide a date.>['Date']>concise>The company's anniversary is on October 31st.
DATE>What date is the company anniversary? Provide a date.>['Date']>colloquial>The company's anniversary is on June 30th.
DATE>What date is the company anniversary? Provide a date.>['Date']>explanatory>The company's anniversary is on March 30, 2019.
DATE>What date is the company anniversary? Provide a date.>['Date']>annoyed>The company's anniversary is in January.
DATE>What date is the conference taking place? Provide a date.>['Date']>verbose>The conference is taking place on March 6, 2018 at the University of California, Berkeley.
DATE>What date is the conference taking place? Provide a date.>['Date']>concise>The conference is scheduled to take place on March 18, 2019.
DATE>What date is the conference taking place? Provide a date.>['Date']>colloquial>The conference is scheduled to take place on March 27th.
DATE>What date is the conference taking place? Provide a date.>['Date']>explanatory>The conference is scheduled to take place on March 20.
DATE>What date is the conference taking place? Provide a date.>['Date']>annoyed>The conference is taking place on November 20th.
DATE>What date is the contract renewal due? Provide a date.>['Date']>verbose>The contract renewal is due on December 31, 2018.
DATE>What date is the contract renewal due? Provide a date.>['Date']>concise>The contract renewal is due on March 31, 2019.
DATE>What date is the contract renewal due? Provide a date.>['Date']>colloquial>The contract renewal is due on March 30, 2020.
DATE>What date is the contract renewal due? Provide a date.>['Date']>explanatory>The contract renewal is due on December 31, 2018.
DATE>What date is the contract renewal due? Provide a date.>['Date']>annoyed>The contract renewal is due on January 1, 2019.
DATE>What date is the deadline for submitting feedback? Provide a date.>['Date']>verbose>The deadline for submitting feedback is January 1, 2018.
DATE>What date is the deadline for submitting feedback? Provide a date.>['Date']>concise>The deadline for submitting feedback is November 30, 2018.
DATE>What date is the deadline for submitting feedback? Provide a date.>['Date']>colloquial>The deadline for submitting feedback is October 30, 2018.
DATE>What date is the deadline for submitting feedback? Provide a date.>['Date']>explanatory>The deadline for submitting feedback is January 1, 2018.
DATE>What date is the deadline for submitting feedback? Provide a date.>['Date']>annoyed>The deadline for submitting feedback is May 1.
DATE>What date is the end of the probationary period? Provide a date.>['Date']>verbose>The end of the probationary period begins on January 1, 2019.
DATE>What date is the end of the probationary period? Provide a date.>['Date']>concise>The end of the probationary period ends on December 31, 2018.
DATE>What date is the end of the probationary period? Provide a date.>['Date']>colloquial>The end of the probationary period ends on December 31st.
DATE>What date is the end of the probationary period? Provide a date.>['Date']>explanatory>The end of the probationary period ends on December 31st.
DATE>What date is the end of the probationary period? Provide a date.>['Date']>annoyed>The end of the probationary period ends on December 31, 2018.
DATE>What date is the next board meeting scheduled for? Provide a date.>['Date']>verbose>The next board meeting is on Thursday.
DATE>What date is the next board meeting scheduled for? Provide a date.>['Date']>concise>The next board meeting is on Thursday, March 6, 2018 at 5:00 p.m.
DATE>What date is the next board meeting scheduled for? Provide a date.>['Date']>colloquial>The next board meeting is scheduled for Thursday.
DATE>What date is the next board meeting scheduled for? Provide a date.>['Date']>explanatory>The next board meeting is scheduled for Thursday, March 29, 2018 at 5:00 p.m.
DATE>What date is the next board meeting scheduled for? Provide a date.>['Date']>annoyed>The next board meeting is scheduled for Friday, March 29th.
DATE>What date is the next scheduled backup? Provide a date.>['Date']>verbose>The next backup will be on December 31st.
DATE>What date is the next scheduled backup? Provide a date.>['Date']>concise>The next backup is scheduled to take place on January 31st.
DATE>What date is the next scheduled backup? Provide a date.>['Date']>colloquial>The next backup will be on Friday.
DATE>What date is the next scheduled backup? Provide a date.>['Date']>explanatory>The next backup will be on January 1, 2020.
DATE>What date is the next scheduled backup? Provide a date.>['Date']>annoyed>The next backup will be on January 1st.
DATE>What date is the next staff meeting? Provide a date.>['Date']>verbose>The next staff meeting will be on Monday, February 23rd.
DATE>What date is the next staff meeting? Provide a date.>['Date']>concise>The next staff meeting will be on Friday, October 19.
DATE>What date is the next staff meeting? Provide a date.>['Date']>colloquial>The next staff meeting will be held on Friday.
DATE>What date is the next staff meeting? Provide a date.>['Date']>explanatory>The next staff meeting will be on Thursday, November 2, 2018.
DATE>What date is the next staff meeting? Provide a date.>['Date']>annoyed>The next staff meeting will be held on Friday, March 27th.
DATE>What date is the next team-building exercise? Provide a date.>['Date']>verbose>The next team-building exercise will take place on Friday, July 20th.
DATE>What date is the next team-building exercise? Provide a date.>['Date']>concise>The next team-building exercise will be held on Friday, October 29th.
DATE>What date is the next team-building exercise? Provide a date.>['Date']>colloquial>The next team-building exercise will be on Friday, November 29th.
DATE>What date is the next team-building exercise? Provide a date.>['Date']>explanatory>The next team-building exercise is on Friday, July 21st.
DATE>What date is the next team-building exercise? Provide a date.>['Date']>annoyed>The next team-building exercise will be on Monday, February 23rd.
DATE>What date is your next review scheduled? Provide a date.>['Date']>verbose>I'm scheduled to review the next review on January 27th.
DATE>What date is your next review scheduled? Provide a date.>['Date']>concise>I'm scheduled to review the next review on Friday.
DATE>What date is your next review scheduled? Provide a date.>['Date']>colloquial>I'm scheduled to review a book on Thursday.
DATE>What date is your next review scheduled? Provide a date.>['Date']>explanatory>The next review will be on Friday.
DATE>What date is your next review scheduled? Provide a date.>['Date']>annoyed>I'm scheduled to review my next review on Thursday.
DATE>What date should we schedule the site visit? Provide a date.>['Date']>verbose>We should schedule the visit on Friday.
DATE>What date should we schedule the site visit? Provide a date.>['Date']>concise>We should schedule a visit on Friday.
DATE>What date should we schedule the site visit? Provide a date.>['Date']>colloquial>We should schedule the site visit on Friday.
DATE>What date should we schedule the site visit? Provide a date.>['Date']>explanatory>We should schedule the visit on Friday.
DATE>What date should we schedule the site visit? Provide a date.>['Date']>annoyed>We need to schedule a visit on Friday.
DATE>What date was the final testing report submitted? Provide a date.>['Date']>verbose>The final testing report was submitted on October 31, 2002.
DATE>What date was the final testing report submitted? Provide a date.>['Date']>concise>The final testing report was submitted on March 16, 2018.
DATE>What date was the final testing report submitted? Provide a date.>['Date']>colloquial>The final testing report was submitted on March 30, 2018.
DATE>What date was the final testing report submitted? Provide a date.>['Date']>explanatory>The final testing report was submitted on December 15, 2001.
DATE>What date was the final testing report submitted? Provide a date.>['Date']>annoyed>The final testing report was submitted on October 31, 2001.
DATE>What date was the infrastructure upgrade completed? Provide a date.>['Date']>verbose>The upgrade was completed on December 31, 2001.
DATE>What date was the infrastructure upgrade completed? Provide a date.>['Date']>concise>The upgrade was completed on December 30, 2017.
DATE>What date was the infrastructure upgrade completed? Provide a date.>['Date']>colloquial>The upgrade was completed on December 1, 2001.
DATE>What date was the infrastructure upgrade completed? Provide a date.>['Date']>explanatory>The upgrade was completed on December 31, 2016.
DATE>What date was the infrastructure upgrade completed? Provide a date.>['Date']>annoyed>The upgrade was completed on March 1, 2001.
DATE>What date was the requirement specification finalized? Provide a date.>['Date']>verbose>The requirement specification was finalized on January 1, 2003.
DATE>What date was the requirement specification finalized? Provide a date.>['Date']>concise>The requirement specification was finalized on December 15, 2000.
DATE>What date was the requirement specification finalized? Provide a date.>['Date']>colloquial>The requirement specification was finalized on December 15, 2001.
DATE>What date was the requirement specification finalized? Provide a date.>['Date']>explanatory>The requirement specification was finalized on January 1, 2000.
DATE>What date was the requirement specification finalized? Provide a date.>['Date']>annoyed>The requirement specification was finalized on January 1, 2000.
DATE>What date was the system architecture documented? Provide a date.>['Date']>verbose>The system architecture was documented in 1998.
DATE>What date was the system architecture documented? Provide a date.>['Date']>concise>The system architecture was documented in the 1990s.
DATE>What date was the system architecture documented? Provide a date.>['Date']>colloquial>The system architecture was documented in the 1990s.
DATE>What date was the system architecture documented? Provide a date.>['Date']>explanatory>The system architecture was documented in 2001.
DATE>What date was the system architecture documented? Provide a date.>['Date']>annoyed>The system architecture was documented in 2001.
DATE>What date will the new system be decommissioned? Provide a date.>['Date']>verbose>The system will be decommissioned on January 1, 2020.
DATE>What date will the new system be decommissioned? Provide a date.>['Date']>concise>The new system will be decommissioned on January 1, 2020.
DATE>What date will the new system be decommissioned? Provide a date.>['Date']>colloquial>The new system will be decommissioned on April 1, 2020.
DATE>What date will the new system be decommissioned? Provide a date.>['Date']>explanatory>The new system will be decommissioned on March 1, 2020.
DATE>What date will the new system be decommissioned? Provide a date.>['Date']>annoyed>The new system will be decommissioned on March 1, 2020.
DATE>What date will the system go live? Provide a date.>['Date']>verbose>The system will go live on November 1, 2020.
DATE>What date will the system go live? Provide a date.>['Date']>concise>The system will go live on March 31, 2020.
DATE>What date will the system go live? Provide a date.>['Date']>colloquial>The system will go live on April 1, 2020.
DATE>What date will the system go live? Provide a date.>['Date']>explanatory>The system will go live on April 1, 2020.
DATE>What date will the system go live? Provide a date.>['Date']>annoyed>The system will go live on January 1, 2020.
DATE>What is the cut-off date for registering for the event? Provide a date.>['Date']>verbose>The cut-off date for registering for the event is October 1st.
DATE>What is the cut-off date for registering for the event? Provide a date.>['Date']>concise>The cut-off date for registering for the event is March 18, 2019.
DATE>What is the cut-off date for registering for the event? Provide a date.>['Date']>colloquial>I'm not sure. I'm not sure if I'll be able to register for the event on that date.
DATE>What is the cut-off date for registering for the event? Provide a date.>['Date']>explanatory>The cut-off date for registering for the event is January 1st.
DATE>What is the cut-off date for registering for the event? Provide a date.>['Date']>annoyed>The event starts at 5:00 p.m., and the event closes at 5:00 p.m.
DATE>What is the date of the next billing cycle? Provide a date.>['Date']>verbose>The next billing cycle will start on December 31st.
DATE>What is the date of the next billing cycle? Provide a date.>['Date']>concise>The next billing cycle will start on January 1, 2018 and end on December 31, 2018.
DATE>What is the date of the next billing cycle? Provide a date.>['Date']>colloquial>The next billing cycle will start on January 1st.
DATE>What is the date of the next billing cycle? Provide a date.>['Date']>explanatory>The next billing cycle will begin on March 1, 2018 and end on March 31, 2018.
DATE>What is the date of the next billing cycle? Provide a date.>['Date']>annoyed>The next billing cycle will begin on January 1, 2018 and end on December 31, 2018.
DATE>What is the date of the next code review? Provide a date.>['Date']>verbose>The next code review will be held on December 15, 2018.
DATE>What is the date of the next code review? Provide a date.>['Date']>concise>The next code review will take place on January 1, 2020.
DATE>What is the date of the next code review? Provide a date.>['Date']>colloquial>The next code review will take place on January 1, 2020.
DATE>What is the date of the next code review? Provide a date.>['Date']>explanatory>The next code review will take place on January 1, 2018 at 5:00 p.m. Eastern Time.
DATE>What is the date of the next code review? Provide a date.>['Date']>annoyed>The next code review will be on January 30, 2020.
DATE>What is the date of the next performance review? Provide a date.>['Date']>verbose>The performance review will be held on Thursday, March 30, 2018 at 5:00 p.m.
DATE>What is the date of the next performance review? Provide a date.>['Date']>concise>The performance review will be held on Friday, May 2, 2018 at 5:00 p.m.
DATE>What is the date of the next performance review? Provide a date.>['Date']>colloquial>The performance review will be held on Thursday, February 7, 2018 at 5:00 p.m.
DATE>What is the date of the next performance review? Provide a date.>['Date']>explanatory>The performance review will be held on Friday, February 2, 2018 at 5:00 p.m.
DATE>What is the date of the next performance review? Provide a date.>['Date']>annoyed>The next performance review will be on Thursday, February 2, 2018 at 5:00 p.m.
DATE>What is the date of the next software review? Provide a date.>['Date']>verbose>The next software review will take place on March 15, 2019.
DATE>What is the date of the next software review? Provide a date.>['Date']>concise>The next software review will take place on June 30, 2018.
DATE>What is the date of the next software review? Provide a date.>['Date']>colloquial>The next software review will take place on March 15, 2019.
DATE>What is the date of the next software review? Provide a date.>['Date']>explanatory>The next software review will take place on December 15, 2018.
DATE>What is the date of the next software review? Provide a date.>['Date']>annoyed>The next software review will take place on January 1, 2020.
DATE>What is the date of the next stakeholder meeting? Provide a date.>['Date']>verbose>The next stakeholder meeting will be held on March 18, 2019.
DATE>What is the date of the next stakeholder meeting? Provide a date.>['Date']>concise>The next stakeholder meeting will be held on January 7, 2018 at 5:00 p.m.
DATE>What is the date of the next stakeholder meeting? Provide a date.>['Date']>colloquial>The next stakeholder meeting will be held on Friday, November 7, 2017.
DATE>What is the date of the next stakeholder meeting? Provide a date.>['Date']>explanatory>The next stakeholder meeting will be held on January 30, 2020.
DATE>What is the date of the next stakeholder meeting? Provide a date.>['Date']>annoyed>The next stakeholder meeting is scheduled to be held on Friday, March 30, 2018 at 2:00 p.m.
DATE>What is the date of the next team meeting? Provide a date.>['Date']>verbose>The next team meeting will be on Friday.
DATE>What is the date of the next team meeting? Provide a date.>['Date']>concise>The next team meeting will be held on Friday, November 23rd.
DATE>What is the date of the next team meeting? Provide a date.>['Date']>colloquial>The next team meeting will be on Thursday, February 7, 2019.
DATE>What is the date of the next team meeting? Provide a date.>['Date']>explanatory>The next team meeting will be held on Friday, November 30, 2018.
DATE>What is the date of the next team meeting? Provide a date.>['Date']>annoyed>The next team meeting will be held on Monday, February 2, 2018 at 3:00 p.m.
DATE>What is the date of your last prescription refill? Provide a date.>['Date']>verbose>I had my last prescription refill on October 31, 2016.
DATE>What is the date of your last prescription refill? Provide a date.>['Date']>concise>I had my last prescription refill on January 1, 2001.
DATE>What is the date of your last prescription refill? Provide a date.>['Date']>colloquial>I had my last prescription refill on July 1, 2001.
DATE>What is the date of your last prescription refill? Provide a date.>['Date']>explanatory>I had my last prescription refill on January 1, 2001.
DATE>What is the date of your last prescription refill? Provide a date.>['Date']>annoyed>I had my last prescription refill on March 31, 2016.
DATE>What is the date of your last purchase? Provide a date.>['Date']>verbose>I bought a new car on April 1, 2002.
DATE>What is the date of your last purchase? Provide a date.>['Date']>concise>I bought a new car on January 1, 1998.
DATE>What is the date of your last purchase? Provide a date.>['Date']>colloquial>I bought a new car on March 1, 2002.
DATE>What is the date of your last purchase? Provide a date.>['Date']>explanatory>I bought a new car on March 31, 2000.
DATE>What is the date of your last purchase? Provide a date.>['Date']>annoyed>I bought a new car on January 1st.
DATE>What is the date of your next appointment? Provide a date.>['Date']>verbose>I'm going to be at the office on Friday.
DATE>What is the date of your next appointment? Provide a date.>['Date']>concise>I'll be there on Friday.
DATE>What is the date of your next appointment? Provide a date.>['Date']>colloquial>I'll be at work on Friday.
DATE>What is the date of your next appointment? Provide a date.>['Date']>explanatory>I'll be there on Friday.
DATE>What is the date of your next appointment? Provide a date.>['Date']>annoyed>I'll be there on Friday.
DATE>What is the date of your next blood test? Provide a date.>['Date']>verbose>I will be able to get a blood test on Friday.
DATE>What is the date of your next blood test? Provide a date.>['Date']>concise>The next blood test will be on Monday, November 15.
DATE>What is the date of your next blood test? Provide a date.>['Date']>colloquial>I'll be able to test for a blood clot on January 1st.
DATE>What is the date of your next blood test? Provide a date.>['Date']>explanatory>The next blood test will be on February 1st.
DATE>What is the date of your next blood test? Provide a date.>['Date']>annoyed>The next blood test will take place on April 1, 2018 at 2:00 p.m.
DATE>What is the date of your next physician consultation? Provide a date.>['Date']>verbose>I'll be there on Friday.
DATE>What is the date of your next physician consultation? Provide a date.>['Date']>concise>The next physician consultation will be on Tuesday, October 20th.
DATE>What is the date of your next physician consultation? Provide a date.>['Date']>colloquial>I'll be there on Friday.
DATE>What is the date of your next physician consultation? Provide a date.>['Date']>explanatory>I'll be in the office on Friday.
DATE>What is the date of your next physician consultation? Provide a date.>['Date']>annoyed>I will be in the office for the next couple of weeks.
DATE>What is the date of your next scheduled check-up? Provide a date.>['Date']>verbose>I will be in for a check-up on Friday.
DATE>What is the date of your next scheduled check-up? Provide a date.>['Date']>concise>I'll be in for a check-up on Friday.
DATE>What is the date of your next scheduled check-up? Provide a date.>['Date']>colloquial>I'm scheduled for a check-up on Friday.
DATE>What is the date of your next scheduled check-up? Provide a date.>['Date']>explanatory>I'm scheduled for a check-up on Friday.
DATE>What is the date of your next scheduled check-up? Provide a date.>['Date']>annoyed>I'll be in for a check-up on Friday.
DATE>What is the date of your next scheduled maintenance?>['Date']>verbose>I'll be out of town on Friday.
DATE>What is the date of your next scheduled maintenance?>['Date']>concise>The next maintenance will be on Friday.
DATE>What is the date of your next scheduled maintenance?>['Date']>colloquial>I'll be out of town on Friday.
DATE>What is the date of your next scheduled maintenance?>['Date']>explanatory>The next maintenance will be on Monday, May 29th.
DATE>What is the date of your next scheduled maintenance?>['Date']>annoyed>I'll be in the office until the end of the month.
DATE>What is the date of your next scheduled therapy session? Provide a date.>['Date']>verbose>I'll be there on Friday.
DATE>What is the date of your next scheduled therapy session? Provide a date.>['Date']>concise>I'll be there on Friday.
DATE>What is the date of your next scheduled therapy session? Provide a date.>['Date']>colloquial>I'll be there on Friday.
DATE>What is the date of your next scheduled therapy session? Provide a date.>['Date']>explanatory>I'm scheduled to be there on Friday.
DATE>What is the date of your next scheduled therapy session? Provide a date.>['Date']>annoyed>I'll be in for a therapy session on Friday.
DATE>What is the date of your next software update? Provide a date.>['Date']>verbose>The latest version of the software was released on March 30, 2018 and will be available for download on March 30, 2018.
DATE>What is the date of your next software update? Provide a date.>['Date']>concise>The next software update will take place on October 30, 2018.
DATE>What is the date of your next software update? Provide a date.>['Date']>colloquial>The software update date is October 30, 2018.
DATE>What is the date of your next software update? Provide a date.>['Date']>explanatory>The next software update will take place on January 1, 2020.
DATE>What is the date of your next software update? Provide a date.>['Date']>annoyed>The next software update will be released on January 15, 2020.
DATE>What is the date of your surgery? Provide a date.>['Date']>verbose>I had my surgery on March 15, 2018.
DATE>What is the date of your surgery? Provide a date.>['Date']>concise>I had my surgery on May 20, 2001.
DATE>What is the date of your surgery? Provide a date.>['Date']>colloquial>I'm going to have my surgery on Friday.
DATE>What is the date of your surgery? Provide a date.>['Date']>explanatory>I had my surgery on January 2, 2014, and I had my surgery on January 3, 2014.
DATE>What is the date of your surgery? Provide a date.>['Date']>annoyed>I'll be back in a few days.
DATE>What is the deadline for submitting the project report? Provide a date.>['Date']>verbose>The deadline for submitting a project report is October 1, 2002.
DATE>What is the deadline for submitting the project report? Provide a date.>['Date']>concise>The deadline for submitting a project report is January 1, 2018.
DATE>What is the deadline for submitting the project report? Provide a date.>['Date']>colloquial>The deadline for submitting a project report is October 30, 2018.
DATE>What is the deadline for submitting the project report? Provide a date.>['Date']>explanatory>The deadline for submitting the project report is December 15, 2018.
DATE>What is the deadline for submitting the project report? Provide a date.>['Date']>annoyed>The deadline for submitting a project report is December 15, 2018.
DATE>What is the deadline for submitting your application? Provide a date.>['Date']>verbose>The deadline for submitting your application is January 1, 2018.
DATE>What is the deadline for submitting your application? Provide a date.>['Date']>concise>The deadline for submitting your application is January 1, 2018.
DATE>What is the deadline for submitting your application? Provide a date.>['Date']>colloquial>The deadline for submitting your application is October 1st.
DATE>What is the deadline for submitting your application? Provide a date.>['Date']>explanatory>The deadline for submitting your application is February 15, 2018.
